5.1391,2.6886,0.74169,2.9808,-3.2073,3.6666,1.0698,1.1825,12.712,2.8673,0,0,0,0,4,4,1,1,7,7,8,21,13,17,13,3,1,0,0
-14.322,4.5299,-0.057172,3.0193,0.8541,5.0912,1.6687,1.4864,12.734,3.6218,0,0,1,1,0,2,14,19,15,20,15,7,5,1,0,0,0,0,0
14.262,4.7844,1.6284,3.4224,0.21806,4.2622,1.5663,1.7073,12.811,3.3696,0,0,0,1,0,3,8,17,23,24,15,5,2,0,1,1,0,0,0
-1.7442,10.104,0.13492,3.637,30.137,3.9283,1.8974,1.8634,12.394,3.4699,21,29,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.79346,3.5607,0.34129,2.7764,31.77,5.3567,1.8484,1.8915,12.283,3.5976,78,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.8739,3.0986,1.2218,2.7407,28.239,4.5756,1.806,1.8424,12.301,3.3547,60,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.1418,6.2146,-0.70142,2.354,36.272,3.2653,1.8786,1.9158,12.063,3.6298,56,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.6668,3.6307,-0.16948,2.9002,36.346,3.3841,1.862,1.8686,12.107,3.7244,79,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6097,7.4313,-0.92074,3.3309,38.767,3.7804,1.8967,1.9687,12.088,3.6626,20,53,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1535,2.9965,0.37094,2.9308,41.16,3.7693,1.9466,1.9077,11.848,3.6465,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.7036,3.5502,-3.1053,2.8512,39.743,4.8192,1.8555,2.0172,11.929,3.2058,32,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4195,7.02,0.7468,2.9239,40.917,3.9374,1.9423,1.929,11.909,3.5412,26,68,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.735,8.2981,1.7239,3.4897,46.881,3.1534,1.9229,1.9331,11.96,3.3137,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.695,2.9989,-0.51202,2.9165,43.073,3.3445,1.9263,1.9444,11.706,3.7878,20,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75829,8.4439,0.86738,3.1307,43.613,3.7648,1.8039,1.9608,11.782,3.6139,50,44,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.0024,2.4826,0.20999,3.0707,46.328,4.2665,1.883,2.0002,11.753,3.2785,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8194,3.0817,0.39816,2.5641,45.54,3.2825,1.9733,1.8517,11.734,3.531,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0605,2.5511,-1.2443,2.4981,43.072,3.6631,1.8819,1.9963,11.524,3.6099,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7578,3.4488,2.4765,2.6426,48.468,3.7862,1.9657,1.9117,11.732,3.1241,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4865,1.8184,-0.32143,1.7496,49.332,3.7786,1.9412,1.9695,11.806,3.277,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.1772,2.2612,1.5424,2.5984,44.698,3.4591,1.9729,1.9256,11.464,3.5104,93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1916,4.1511,1.0912,2.5072,47.978,3.073,2.0066,1.9031,11.405,3.6845,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.22614,3.1605,0.54424,2.65,50.931,4.0237,1.9297,1.972,11.721,3.243,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.28065,1.8995,0.8128,3.2119,50.916,3.0465,1.931,1.9623,11.706,3.5733,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2075,2.5834,-5.4425,3.7407,-1.0294,4.1425,1.1862,1.3101,12.768,3.0805,0,0,3,3,1,3,7,9,12,16,18,5,5,8,2,5,2,1,0
-3.6845,3.6884,-6.3755,2.3828,-2.9102,4.6156,1.2563,1.4702,12.765,3.4203,0,0,0,0,1,3,3,10,11,16,6,9,14,11,9,5,2,0,0
-2.8539,3.9403,-3.2043,4.4906,1.4682,4.6298,1.2436,1.2404,12.74,3.2544,0,2,4,5,8,15,12,13,5,10,7,6,8,3,1,0,1,0,0
-2.9209,3.807,-0.082077,6.1617,25.718,3.4638,1.8104,1.8557,12.374,3.8732,22,53,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.8392,5.6314,-0.14461,5.9613,21.038,4.7281,1.7489,1.7977,12.451,3.5105,20,29,25,11,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5416,4.3457,3.0917,4.5374,22.964,4.4625,1.8038,1.8305,12.41,3.5302,22,42,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.573,3.0106,-3.4584,3.1277,28.897,3.8565,1.8134,1.9681,12.405,3.4077,39,46,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.43826,6.5634,-2.9556,3.3317,27.69,4.2196,1.8986,1.8249,12.309,3.6786,33,49,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.449,1.7372,3.1445,2.3568,20.647,4.5335,1.7135,1.9474,11.964,4.1294,20,45,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0849,3.6206,-2.5697,2.1742,26.945,4.8101,1.8401,1.8003,11.923,4.1082,46,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1569,3.7685,-4.0624,4.9675,32.757,3.9397,1.8953,1.8769,12.205,3.7749,55,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7241,3.0299,-0.54054,2.5276,31.249,4.0183,1.8015,1.9585,12.128,3.882,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.2647,4.1914,6.4205,3.9781,33.671,4.8932,1.8871,1.9714,12.038,3.6085,18,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.35264,5.7377,-0.18831,3.8678,34.792,4.4832,1.8473,1.9712,12.121,3.7104,52,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5179,3.8807,0.21256,4.3174,34.929,4.2859,1.8803,1.9592,11.973,3.9497,69,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.9191,3.7159,-5.2639,3.8244,39.454,4.13,1.9283,1.8842,12.015,3.759,35,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6959,8.9848,1.3572,5.5708,35.196,4.5962,1.8448,1.9924,11.832,3.9655,29,36,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0222,2.8387,0.018778,2.3349,36.886,4.2974,1.8613,1.9582,11.974,3.8531,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.9977,1.6715,-2.6556,3.0272,37.235,3.4902,1.9118,1.9666,11.758,3.889,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.4671,4.532,-1.6119,2.9826,37.589,3.696,1.8795,1.9137,11.875,3.8907,66,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6367,3.9175,6.7349,4.5335,35.705,3.7549,1.9115,1.9489,11.781,3.9747,7,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8608,2.5765,2.1526,3.9397,39.814,3.3998,1.9033,1.9284,11.795,3.9108,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.2143,2.3476,-4.7295,2.1246,34.598,3.2765,1.9329,1.8857,11.612,3.9908,17,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.6244,2.6971,1.256,2.685,38.605,4.0476,1.7631,2.0375,11.706,4.0839,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.4057,2.2605,-1.7971,2.8223,4.5624,2.8754,1.1067,1.1971,12.927,2.9206,1,13,18,22,9,13,7,10,3,3,0,0,1,0,0,0,0,0,0
-7.8432,2.5902,5.3721,3.2417,-1.7043,3.3126,1.3571,1.3878,12.952,2.4665,0,0,0,0,0,0,2,10,24,22,15,11,5,4,5,1,1,0,0
-4.6987,2.6251,0.164,2.424,2.5396,4.4452,1.1051,1.1568,12.869,2.3867,0,7,9,9,15,12,5,12,4,8,0,2,4,6,3,4,0,0,0
1.1914,2.8437,0.64913,4.4346,24.512,5.8063,1.7815,1.9419,12.743,2.3256,44,48,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-6.1899,3.3022,0.8544,3.1241,28.904,2.7251,1.9276,1.6956,12.843,2.5685,16,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.0141,4.407,-2.6843,5.1295,21.951,4.7802,1.7813,1.7396,12.738,2.7599,30,34,12,12,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.6486,3.1793,3.2027,3.8682,26.302,7.0228,1.8101,1.8985,12.64,2.7406,43,46,4,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
-2.6419,3.1828,0.311,4.2295,31.103,6.0079,1.7993,2.0043,12.744,2.321,59,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6793,4.0767,-3.4412,2.7723,32.727,5.171,1.9057,1.8202,12.765,2.4749,41,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27098,3.1199,-4.8614,4.0724,26.101,7.8273,1.8556,1.7677,12.343,2.9894,38,31,18,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
-5.1659,3.3636,4.4914,2.5114,36.242,5.2019,1.9011,1.9425,12.629,2.3183,23,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.53274,3.8233,-4.0677,2.6206,32.937,5.4997,1.8659,1.9556,12.497,2.4172,60,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.63124,2.8612,-0.89649,4.3017,36.246,4.6572,1.8304,2.0263,12.425,2.8746,77,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.444,2.5018,-0.099377,3.4714,29.839,4.903,1.8859,1.8735,12.245,3.0307,72,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0632,1.7286,-5.6748,4.2579,32.427,6.1474,1.6897,2.1033,12.299,2.5291,40,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7725,3.4208,-2.2595,2,37.784,4.9577,1.8295,2.0206,12.421,2.7908,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1511,6.1436,-2.0824,2.7902,39.358,5.96,1.84,1.9908,12.45,2.552,58,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.7371,2.8632,-0.58454,3.2621,44.716,5.1161,1.8769,2.0044,12.59,2.5579,82,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.1487,3.7618,6.9117,4.6083,39.161,5.9528,1.8192,2.0853,12.296,2.8363,31,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.9933,2.0073,0.19743,5.527,44.897,3.9249,1.8799,1.9505,12.462,2.4211,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.19801,2.8852,-4.6839,2.5234,46.502,5.0678,1.9804,1.8893,12.508,2.8056,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7725,2.6015,-5.4926,3.9267,32.086,6.077,1.8492,1.8848,11.935,3.2043,1,62,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83025,1.9362,6.1163,2.3015,42.86,4.3795,1.9927,1.8506,12.287,2.5285,66,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.4322,2.4683,-3.307,3.4474,37.501,5.3013,1.8718,1.9775,12.108,2.5241,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
